pid,sub_cnt,user_cnt,avg_cnt,ac_rate,ac_user_rate
P288118,1777,973,1.8263103802672147,0.522228474957794,0.9321685508735869
P288133,2343,1450,1.6158620689655172,0.5407597097737943,0.8324137931034483
P288148,1178,987,1.193515704154002,0.8387096774193549,0.9959473150962512
P288156,1564,456,3.4298245614035086,0.23465473145780052,0.7127192982456141
P288185,25,16,1.5625,0.0,0.0
P288197,40,25,1.6,0.475,0.76
P288209,256,172,1.4883720930232558,0.62890625,0.9186046511627907
P288219,529,437,1.2105263157894737,0.7637051039697542,0.9061784897025171
P288235,89,29,3.0689655172413794,0.2808988764044944,0.6896551724137931
P288272,1250,725,1.7241379310344827,0.5488,0.9213793103448276
P288285,15,7,2.142857142857143,0.2,0.42857142857142855
P288292,285,90,3.1666666666666665,0.2596491228070175,0.7222222222222222
P288311,253,90,2.811111111111111,0.35968379446640314,0.8444444444444444
P288317,2915,1788,1.6303131991051454,0.657975986277873,0.9642058165548099
P288318,1250,567,2.2045855379188715,0.3728,0.8024691358024691
P288326,1035,345,3.0,0.37681159420289856,0.8608695652173913
P288339,160,55,2.909090909090909,0.2,0.5818181818181818
P288350,545,162,3.3641975308641974,0.3229357798165138,0.8827160493827161
P288365,1214,728,1.6675824175824177,0.5082372322899505,0.8269230769230769
P288380,11,5,2.2,0.2727272727272727,0.4
P288393,1529,550,2.78,0.2027468933943754,0.5127272727272727
P288412,965,255,3.784313725490196,0.21865284974093263,0.6823529411764706
P288427,978,362,2.701657458563536,0.3445807770961145,0.8729281767955801
P288440,1496,964,1.5518672199170125,0.6209893048128342,0.9387966804979253
P288446,1528,1181,1.2938187976291278,0.7715968586387435,0.9762912785774767
P288447,570,291,1.958762886597938,0.5017543859649123,0.979381443298969
P288454,1602,745,2.1503355704697986,0.44818976279650435,0.9154362416107382
P288469,375,163,2.3006134969325154,0.4266666666666667,0.9570552147239264
P288484,2379,1222,1.946808510638298,0.4657419083648592,0.8805237315875614
P288489,13,8,1.625,0.6153846153846154,0.75
P288491,604,246,2.4552845528455283,0.34105960264900664,0.8252032520325203
P288504,1490,898,1.6592427616926504,0.512751677852349,0.8251670378619154
P288523,845,659,1.282245827010622,0.7739644970414201,0.9726858877086495
P288533,1521,969,1.5696594427244581,0.6074950690335306,0.9432404540763674
P288546,4214,1390,3.031654676258993,0.2681537731371618,0.779136690647482
P288564,2403,692,3.472543352601156,0.1856013316687474,0.588150289017341
P288565,542,257,2.1089494163424125,0.4483394833948339,0.7821011673151751
P288568,869,512,1.697265625,0.5822784810126582,0.978515625
P288583,3098,1609,1.925419515226849,0.4567462879276953,0.853325046612803
P288589,2005,990,2.025252525252525,0.4967581047381546,0.9929292929292929
P288594,1876,860,2.181395348837209,0.42643923240938164,0.8883720930232558
P288597,2097,844,2.484597156398104,0.25941821649976154,0.6042654028436019
P288598,2067,1040,1.9875,0.48911465892597966,0.9615384615384616
P288604,2275,935,2.4331550802139037,0.08835164835164835,0.17433155080213902
P288610,711,330,2.1545454545454548,0.2939521800281294,0.593939393939394
P288614,1150,265,4.339622641509434,0.19652173913043477,0.6
P288629,403,231,1.7445887445887447,0.03225806451612903,0.05627705627705628
P288637,460,265,1.7358490566037736,0.5304347826086957,0.9018867924528302
P288643,902,313,2.8817891373801916,0.2660753880266075,0.6773162939297125
P288648,590,441,1.3378684807256236,0.7576271186440678,0.9773242630385488
P288666,192,172,1.1162790697674418,0.9010416666666666,0.9883720930232558
P288678,125,63,1.9841269841269842,0.368,0.6984126984126984
P288679,9,4,2.25,0.5555555555555556,0.75
P288680,469,308,1.5227272727272727,0.6545842217484008,0.9577922077922078
P288682,4000,1340,2.985074626865672,0.22125,0.6194029850746269
P288694,1573,639,2.461658841940532,0.38270820089001906,0.8137715179968701
P288711,27,4,6.75,0.6296296296296297,0.5
P288715,1801,808,2.228960396039604,0.3875624652970572,0.8118811881188119
P288729,879,272,3.2316176470588234,0.3333333333333333,0.8897058823529411
P288734,243,57,4.2631578947368425,0.22633744855967078,0.6140350877192983
P288750,37,14,2.642857142857143,0.3783783783783784,0.9285714285714286
P288768,414,147,2.816326530612245,0.3188405797101449,0.7074829931972789
P288773,343,274,1.2518248175182483,0.7813411078717201,0.9744525547445255
P288774,178,71,2.507042253521127,0.3258426966292135,0.8169014084507042
P288789,1467,677,2.1669128508124076,0.27471029311520107,0.5657311669128509
P288794,13,9,1.4444444444444444,0.6153846153846154,0.8888888888888888
P288805,1321,449,2.9420935412026727,0.19000757002271007,0.4922048997772829
P288821,3967,1726,2.29837775202781,0.3352659440383161,0.7578215527230591
P288830,2336,1035,2.2570048309178743,0.3955479452054795,0.8666666666666667
P288845,131,55,2.381818181818182,0.24427480916030533,0.509090909090909
P288857,290,94,3.0851063829787235,0.2206896551724138,0.6808510638297872
P288864,1031,336,3.068452380952381,0.12318137730358875,0.34226190476190477
P288882,683,182,3.7527472527472527,0.2679355783308931,0.6208791208791209
P288889,831,383,2.1697127937336815,0.3850782190132371,0.7571801566579635
P288906,36,8,4.5,0.3055555555555556,0.5
P288915,1447,501,2.8882235528942117,0.2591568762957844,0.6506986027944112
P288933,3354,1744,1.923165137614679,0.4543828264758497,0.8405963302752294
P288950,1139,611,1.8641571194762685,0.5030728709394205,0.9165302782324058
P288965,29,17,1.7058823529411764,0.6896551724137931,0.9411764705882353
P288978,2517,1698,1.482332155477032,0.6575288041319031,0.9552414605418139
P288986,3520,1593,2.209667294413057,0.35255681818181817,0.7470182046453233
P288997,81,14,5.785714285714286,0.1728395061728395,0.9285714285714286
P289008,2193,1464,1.4979508196721312,0.6078431372549019,0.8825136612021858
P289014,2204,1709,1.2896430661205383,0.735480943738657,0.9192510239906378
P289033,21,12,1.75,0.5714285714285714,1.0
P289052,171,123,1.3902439024390243,0.11695906432748537,0.15447154471544716
P289072,14,2,7.0,0.5714285714285714,1.0
P289089,409,266,1.537593984962406,0.6968215158924206,0.9699248120300752
P289091,1954,718,2.721448467966574,0.3664278403275333,0.8857938718662952
P289101,3356,1293,2.5955143078112917,0.34147794994040526,0.8677494199535963
P289106,7,3,2.3333333333333335,0.42857142857142855,0.6666666666666666
P289108,1969,1573,1.2517482517482517,0.7684103605891316,0.940241576605213
P289127,2282,767,2.9752281616688396,0.2116564417177914,0.5853976531942634
P289144,411,268,1.5335820895522387,0.6423357664233577,0.9701492537313433
P289156,258,82,3.1463414634146343,0.17054263565891473,0.5121951219512195
P289160,18,12,1.5,0.6666666666666666,1.0
P289166,154,116,1.3275862068965518,0.7337662337662337,0.9482758620689655
P289178,407,239,1.702928870292887,0.601965601965602,0.9372384937238494
P289189,340,88,3.8636363636363638,0.26176470588235295,0.7045454545454546
P289207,294,120,2.45,0.3401360544217687,0.825
P289218,17,13,1.3076923076923077,0.7647058823529411,1.0
P289225,1141,707,1.613861386138614,0.5758106923751095,0.9066478076379066
P289236,310,270,1.1481481481481481,0.8741935483870967,0.9851851851851852
P289238,196,134,1.462686567164179,0.6683673469387755,0.9477611940298507
P289251,2594,1753,1.479749001711352,0.6561295296838859,0.9572162007986309
P289256,539,224,2.40625,0.20593692022263452,0.375
P289265,442,262,1.6870229007633588,0.5927601809954751,0.9809160305343512
P289278,697,263,2.650190114068441,0.43185078909612623,0.9391634980988594
P289286,422,138,3.0579710144927534,0.2962085308056872,0.7391304347826086
P289295,766,309,2.4789644012944985,0.29112271540469975,0.6504854368932039
P289300,182,27,6.7407407407407405,0.02197802197802198,0.1111111111111111
P289321,553,348,1.589080459770115,0.6329113924050633,0.9454022988505747
P289329,444,239,1.8577405857740585,0.5225225225225225,0.9079497907949791
P289342,2296,961,2.389177939646202,0.4172473867595819,0.9927159209157128
P289355,653,344,1.8982558139534884,0.4885145482388974,0.9011627906976745
P289373,1076,411,2.6180048661800486,0.28810408921933084,0.7226277372262774
P289376,2934,1034,2.83752417794971,0.20211315610088615,0.4410058027079304
P289394,206,121,1.7024793388429753,0.5776699029126213,0.9090909090909091
P289395,1383,331,4.1782477341389725,0.18004338394793926,0.5981873111782477
P289410,1664,1083,1.5364727608494921,0.5564903846153846,0.8245614035087719
P289418,398,210,1.8952380952380952,0.5025125628140703,0.8476190476190476
P289423,357,120,2.975,0.2969187675070028,0.8
P289450,2610,830,3.144578313253012,0.25555555555555554,0.763855421686747
P289469,285,94,3.0319148936170213,0.34385964912280703,0.8191489361702128
P289474,44,26,1.6923076923076923,0.4772727272727273,0.7692307692307693
P289484,547,197,2.7766497461928936,0.3272394881170018,0.8781725888324873
P289493,292,264,1.106060606060606,0.8972602739726028,0.9924242424242424
P289496,1727,737,2.343283582089552,0.34337000579038796,0.7639077340569878
P289518,16,9,1.7777777777777777,0.0,0.0
P289532,129,72,1.7916666666666667,0.5193798449612403,0.9166666666666666
P289537,7,4,1.75,0.42857142857142855,0.75
P289548,43,22,1.9545454545454546,0.4186046511627907,0.8181818181818182
P289551,3759,1107,3.3956639566395665,0.12849162011173185,0.3938572719060524
P289558,134,39,3.4358974358974357,0.1791044776119403,0.5897435897435898
P289566,3475,951,3.654048370136698,0.15827338129496402,0.4679284963196635
P289580,1051,707,1.4865629420084865,0.5746907706945766,0.8330975954738331
P289596,22,14,1.5714285714285714,0.5909090909090909,0.8571428571428571
P289613,326,199,1.6381909547738693,0.5276073619631901,0.8241206030150754
P289626,1610,504,3.1944444444444446,0.2080745341614907,0.625
P289639,487,271,1.7970479704797049,0.4804928131416838,0.8376383763837638
P289657,1411,352,4.0085227272727275,0.2069454287739192,0.6505681818181818
P289669,936,557,1.680430879712747,0.5737179487179487,0.9281867145421903
P289686,528,327,1.614678899082569,0.6287878787878788,0.9908256880733946
P289687,391,195,2.005128205128205,0.35294117647058826,0.6102564102564103
P289706,2361,1692,1.3953900709219857,0.6454891994917408,0.8788416075650118
P289712,213,130,1.6384615384615384,0.06572769953051644,0.1
P289719,682,469,1.4541577825159915,0.6378299120234604,0.9147121535181236
P289720,579,226,2.561946902654867,0.15025906735751296,0.37610619469026546
P289735,3180,1320,2.409090909090909,0.330188679245283,0.7696969696969697
P289751,298,66,4.515151515151516,0.10738255033557047,0.45454545454545453
P289768,716,311,2.302250803858521,0.17039106145251395,0.3279742765273312
P289769,967,261,3.7049808429118776,0.22854188210961737,0.7241379310344828
P289786,300,95,3.1578947368421053,0.24333333333333335,0.6526315789473685
P289803,446,238,1.8739495798319328,0.5515695067264574,0.8907563025210085
P289822,1572,829,1.8962605548854041,0.45674300254452926,0.7852834740651388
P289838,1983,964,2.0570539419087135,0.4831064044377206,0.9585062240663901
P289854,1645,838,1.9630071599045347,0.4765957446808511,0.9164677804295943
P289857,906,618,1.4660194174757282,0.6589403973509934,0.9466019417475728
P289859,405,216,1.875,0.5358024691358024,0.9027777777777778
P289873,305,100,3.05,0.35737704918032787,0.78
P289877,71,47,1.5106382978723405,0.6619718309859155,0.9574468085106383
P289879,48,14,3.4285714285714284,0.2708333333333333,0.8571428571428571
P289885,287,83,3.4578313253012047,0.30662020905923343,0.6746987951807228
P289893,605,188,3.2180851063829787,0.32066115702479336,0.8085106382978723
P289906,122,60,2.033333333333333,0.1557377049180328,0.31666666666666665
P289909,13,9,1.4444444444444444,0.46153846153846156,0.4444444444444444
P289927,3761,1369,2.7472607742878012,0.27918106886466365,0.7392257121986852
P289937,714,383,1.8642297650130548,0.47759103641456585,0.8642297650130548
P289951,5871,1509,3.89065606361829,0.21768012263668882,0.7839628893306826
P289966,15,5,3.0,0.13333333333333333,0.4
P289967,2757,1087,2.5363385464581416,0.2600652883569097,0.6117755289788408
P289987,1071,567,1.8888888888888888,0.4668534080298786,0.8483245149911817
P290001,123,79,1.5569620253164558,0.5447154471544715,0.8354430379746836
P290018,3259,1102,2.957350272232305,0.3227984044185333,0.7831215970961888
P290022,16,12,1.3333333333333333,0.75,1.0
P290032,400,181,2.2099447513812156,0.35,0.7734806629834254
P290069,5242,1911,2.7430664573521715,0.3273559710034338,0.8608058608058609
P290071,2969,975,3.045128205128205,0.28157628831256315,0.7887179487179488
P290072,683,235,2.9063829787234043,0.3294289897510981,0.9106382978723404
P290080,316,109,2.8990825688073394,0.37341772151898733,0.8532110091743119
P290099,1568,1018,1.5402750491159136,0.5567602040816326,0.8467583497053045
P290106,1262,821,1.5371498172959805,0.6006339144215531,0.9013398294762485
P290120,92,30,3.066666666666667,0.25,0.5666666666666667
P290127,5367,4285,1.2525087514585764,0.7821874417738028,0.9691948658109685
P290137,582,356,1.6348314606741574,0.5996563573883161,0.9550561797752809
P290149,4449,2068,2.1513539651837523,0.4423465947403911,0.9366537717601547
P290154,2403,955,2.5162303664921466,0.38160632542655015,0.8743455497382199
P290159,1779,1128,1.577127659574468,0.6070826306913997,0.9273049645390071
P290176,830,244,3.401639344262295,0.24819277108433735,0.7950819672131147
P290190,337,267,1.2621722846441947,0.7863501483679525,0.9812734082397003
P290214,4,3,1.3333333333333333,1.0,1.0
P290229,137,38,3.6052631578947367,0.24087591240875914,0.6052631578947368
P290238,270,58,4.655172413793103,0.3,0.7068965517241379
P290249,2026,776,2.6108247422680413,0.30947680157946694,0.7719072164948454
P290267,989,497,1.9899396378269618,0.2780586450960566,0.5533199195171026
P290275,268,132,2.0303030303030303,0.43656716417910446,0.8409090909090909
P290284,1149,299,3.842809364548495,0.1453437771975631,0.4782608695652174
P290300,166,52,3.1923076923076925,0.25903614457831325,0.6730769230769231
P290311,440,265,1.6603773584905661,0.6181818181818182,0.9924528301886792
P290324,414,307,1.3485342019543973,0.8091787439613527,0.9576547231270358
P290338,29,10,2.9,0.10344827586206896,0.3
P290346,1040,406,2.561576354679803,0.19615384615384615,0.4876847290640394
P290348,1846,958,1.9269311064718162,0.4409534127843987,0.8037578288100209
P290363,590,216,2.7314814814814814,0.29322033898305083,0.7546296296296297
P290367,2890,1307,2.211170619739862,0.4269896193771626,0.8921193573068095
P290376,1064,713,1.4922861150070126,0.6616541353383458,0.9424964936886395
P290395,1176,602,1.9534883720930232,0.43452380952380953,0.7940199335548173
P290405,2785,1631,1.7075413856529735,0.5500897666068223,0.9245861434702637
P290412,391,253,1.5454545454545454,0.6521739130434783,0.9881422924901185
P290424,1923,1009,1.9058473736372645,0.4830993239729589,0.8741328047571854
P290430,753,229,3.2882096069868996,0.18326693227091634,0.5109170305676856
P290438,302,248,1.217741935483871,0.8245033112582781,0.9879032258064516
P290446,123,58,2.1206896551724137,0.36585365853658536,0.6896551724137931
P290460,22,12,1.8333333333333333,0.5454545454545454,1.0
P290469,2338,837,2.793309438470729,0.2968349016253208,0.7132616487455197
P290475,1333,370,3.6027027027027025,0.17179294823705926,0.5648648648648649
P290487,462,358,1.2905027932960893,0.7597402597402597,0.952513966480447
P290506,2894,1783,1.6231071228266967,0.6043538355217691,0.9674705552439709
P290511,1162,601,1.9334442595673877,0.5258175559380379,0.9151414309484193
P290512,1732,981,1.7655453618756372,0.4578521939953811,0.7900101936799184
P290514,455,260,1.75,0.5560439560439561,0.9153846153846154
P290523,1572,999,1.5735735735735736,0.6348600508905853,0.9819819819819819
P290539,2645,993,2.663645518630413,0.2994328922495274,0.770392749244713
P290552,35,15,2.3333333333333335,0.34285714285714286,0.8
P290583,1789,889,2.012373453318335,0.3571827836780324,0.6940382452193475
P290600,169,83,2.036144578313253,0.514792899408284,0.8795180722891566
P290616,533,219,2.4337899543378994,0.4071294559099437,0.8036529680365296
P290629,2080,809,2.5710754017305315,0.3697115384615385,0.9184177997527813
P290645,1895,1173,1.6155157715260018,0.4021108179419525,0.6359761295822677
P290655,590,410,1.4390243902439024,0.6932203389830508,0.9560975609756097
P290668,1165,529,2.2022684310018903,0.41030042918454934,0.8582230623818525
P290669,387,133,2.9097744360902253,0.2842377260981912,0.6842105263157895
P290688,1658,428,3.8738317757009346,0.206875753920386,0.7009345794392523
P290705,23,19,1.2105263157894737,0.6521739130434783,0.7894736842105263
P290718,1480,528,2.803030303030303,0.2635135135135135,0.6590909090909091
P290729,816,253,3.225296442687747,0.28799019607843135,0.8458498023715415
P290735,2220,772,2.8756476683937824,0.31666666666666665,0.8536269430051814
P290742,438,282,1.553191489361702,0.5753424657534246,0.8439716312056738
P290746,511,227,2.251101321585903,0.410958904109589,0.8458149779735683
P290758,13,12,1.0833333333333333,1.0,1.0
P290761,5474,1713,3.195563339171045,0.2782243332115455,0.8546409807355516
P290770,1870,647,2.8902627511591965,0.31925133689839574,0.839258114374034
P290781,231,129,1.7906976744186047,0.0,0.0
P290789,617,176,3.5056818181818183,0.17504051863857376,0.6136363636363636
P290826,281,129,2.1782945736434107,0.21708185053380782,0.46511627906976744
P290845,1390,601,2.312811980033278,0.4,0.8618968386023295
P290858,603,221,2.728506787330317,0.3482587064676617,0.8642533936651584
P290875,124,48,2.5833333333333335,0.29838709677419356,0.7083333333333334
P290885,1545,1060,1.4575471698113207,0.6711974110032363,0.9716981132075472
P290894,2048,602,3.4019933554817277,0.26123046875,0.7541528239202658
P290903,1468,723,2.0304287690179805,0.44959128065395093,0.8699861687413555
P290908,1516,1016,1.4921259842519685,0.6437994722955145,0.9261811023622047
P290942,12,5,2.4,0.0,0.0
P290958,1714,691,2.4804630969609263,0.38331388564760793,0.8784370477568741
P290966,2599,1716,1.5145687645687647,0.6063870719507503,0.8939393939393939
P290969,15,12,1.25,0.8,1.0
P290971,328,110,2.981818181818182,0.3597560975609756,0.7818181818181819
P290987,3402,1502,2.2649800266311586,0.4176954732510288,0.9280958721704394
P291002,2415,973,2.4820143884892087,0.30807453416149067,0.7214799588900308
P291006,328,163,2.0122699386503067,0.4847560975609756,0.8834355828220859
P291023,403,172,2.3430232558139537,0.4640198511166253,0.8313953488372093
P291027,2871,1669,1.720191731575794,0.48693834900731453,0.8226482923906531
P291031,1361,318,4.279874213836478,0.12490815576781777,0.5125786163522013
P291040,410,284,1.443661971830986,0.6634146341463415,0.9436619718309859
P291044,1922,780,2.4641025641025642,0.350156087408949,0.8128205128205128
P291051,1307,919,1.4221980413492927,0.6740627390971691,0.9368879216539717
P291061,2581,935,2.760427807486631,0.25300271212708253,0.6737967914438503
P291075,773,188,4.111702127659575,0.2445019404915912,0.723404255319149
P291076,1111,525,2.1161904761904764,0.42304230423042305,0.8571428571428571
P291092,55,19,2.8947368421052633,0.2545454545454545,0.6842105263157895
P291099,219,103,2.1262135922330097,0.45662100456621,0.8543689320388349
P291112,72,26,2.769230769230769,0.3055555555555556,0.5
P291129,2276,1560,1.458974358974359,0.6498242530755711,0.9333333333333333
P291144,1732,875,1.9794285714285715,0.470554272517321,0.8754285714285714
P291152,268,250,1.072,0.9253731343283582,0.992
P291160,2197,1437,1.5288796102992346,0.6426945835229859,0.953375086986778
P291174,2790,666,4.1891891891891895,0.2028673835125448,0.6816816816816816
P291182,772,541,1.4269870609981516,0.6683937823834197,0.8798521256931608
P291185,640,252,2.5396825396825395,0.409375,0.9484126984126984
P291193,455,385,1.1818181818181819,0.8373626373626374,0.974025974025974
P291203,67,36,1.8611111111111112,0.4925373134328358,0.9166666666666666
P291222,1812,880,2.059090909090909,0.39072847682119205,0.7147727272727272
P291229,162,118,1.3728813559322033,0.7407407407407407,0.9830508474576272
P291230,380,188,2.021276595744681,0.45789473684210524,0.8829787234042553
P291242,141,90,1.5666666666666667,0.574468085106383,0.9
P291254,513,119,4.310924369747899,0.2300194931773879,0.957983193277311
P291261,4629,2040,2.2691176470588235,0.3171311298336574,0.703921568627451
P291280,121,68,1.7794117647058822,0.0,0.0
P291287,126,60,2.1,0.25396825396825395,0.5
P291292,849,342,2.482456140350877,0.4075382803297998,0.9766081871345029
P291298,2073,713,2.9074333800841514,0.20887602508441871,0.49789621318373073
P291305,484,266,1.8195488721804511,0.5661157024793388,0.9962406015037594
P291319,23,9,2.5555555555555554,0.34782608695652173,0.8888888888888888
P291325,584,304,1.9210526315789473,0.5136986301369864,0.8848684210526315
P291333,317,244,1.2991803278688525,0.7728706624605678,0.9549180327868853
P291351,410,131,3.1297709923664123,0.4170731707317073,0.8931297709923665
P291356,1410,336,4.196428571428571,0.1652482269503546,0.6011904761904762
P291367,2301,1010,2.278217821782178,0.4037375054324207,0.9128712871287129
P291381,1427,416,3.4302884615384617,0.23265592151366504,0.7451923076923077
P291399,1490,852,1.7488262910798122,0.5691275167785235,0.9765258215962441
P291402,18,7,2.5714285714285716,0.3333333333333333,0.5714285714285714
P291416,16,7,2.2857142857142856,0.625,0.8571428571428571
P291426,650,240,2.7083333333333335,0.34615384615384615,0.8125
P291444,869,303,2.867986798679868,0.28308400460299193,0.7821782178217822
P291447,35,21,1.6666666666666667,0.42857142857142855,0.6666666666666666
P291464,1153,729,1.5816186556927299,0.49176062445793584,0.757201646090535
P291470,209,78,2.6794871794871793,0.19617224880382775,0.5128205128205128
P291471,941,454,2.0726872246696035,0.39744952178533477,0.7929515418502202
P291512,1221,349,3.498567335243553,0.19901719901719903,0.5959885386819485
P291530,1245,457,2.7242888402625822,0.3815261044176707,0.9037199124726477
P291544,1799,653,2.754977029096478,0.27348526959421904,0.7473200612557427
P291549,855,453,1.8874172185430464,0.4619883040935672,0.847682119205298
P291564,62,35,1.7714285714285714,0.0,0.0
P291580,887,210,4.223809523809524,0.20631341600901917,0.7095238095238096
P291593,29,13,2.230769230769231,0.4827586206896552,1.0
P291594,1657,669,2.476831091180867,0.3313216656608328,0.772795216741405
P291610,461,390,1.182051282051282,0.841648590021692,0.9897435897435898
P291625,468,166,2.819277108433735,0.3696581196581197,0.8614457831325302
P291638,1796,1072,1.6753731343283582,0.5228285077951003,0.8498134328358209
P291641,218,139,1.5683453237410072,0.6972477064220184,0.9568345323741008
P291644,162,52,3.1153846153846154,0.3148148148148148,0.7307692307692307
P291652,5528,2665,2.074296435272045,0.41732995658465993,0.8442776735459663
P291667,468,204,2.2941176470588234,0.4081196581196581,0.9166666666666666
P291668,7,5,1.4,0.2857142857142857,0.4
P291675,256,69,3.710144927536232,0.1875,0.5362318840579711
P291685,15,7,2.142857142857143,0.13333333333333333,0.2857142857142857
P291695,74,56,1.3214285714285714,0.7297297297297297,0.9285714285714286
P291712,483,110,4.390909090909091,0.12629399585921325,0.43636363636363634
P291725,431,217,1.9861751152073732,0.5382830626450116,0.8709677419354839
P291738,405,205,1.975609756097561,0.36790123456790125,0.6926829268292682
P291753,1456,518,2.810810810810811,0.26785714285714285,0.6776061776061776
P291757,5662,1932,2.93064182194617,0.3369833980925468,0.9611801242236024
P291760,279,233,1.1974248927038627,0.8351254480286738,0.9914163090128756
P291768,22,4,5.5,0.45454545454545453,1.0
P291773,353,275,1.2836363636363637,0.7365439093484419,0.9236363636363636
P291786,960,628,1.5286624203821657,0.6520833333333333,0.9585987261146497
P291799,2228,1315,1.694296577946768,0.5637342908438061,0.9231939163498099
P291810,364,185,1.9675675675675677,0.4697802197802198,0.8324324324324325
P291821,389,225,1.728888888888889,0.5089974293059126,0.8133333333333334
P291822,17,12,1.4166666666666667,0.7058823529411765,1.0
P291841,1801,1107,1.6269196025293586,0.5935591338145475,0.8970189701897019
P291849,539,149,3.61744966442953,0.37662337662337664,0.825503355704698
P291850,112,68,1.6470588235294117,0.5357142857142857,0.8823529411764706
P291864,14,13,1.0769230769230769,0.8571428571428571,0.9230769230769231
P291866,91,21,4.333333333333333,0.25274725274725274,0.8095238095238095
P291869,10,5,2.0,0.5,0.8
P291884,193,106,1.820754716981132,0.40414507772020725,0.7264150943396226
P291898,17,12,1.4166666666666667,0.7647058823529411,1.0
P291908,612,251,2.4382470119521913,0.34967320261437906,0.796812749003984
P291923,435,202,2.1534653465346536,0.47126436781609193,0.900990099009901
P291936,1178,459,2.5664488017429194,0.333616298811545,0.7973856209150327
P291942,170,41,4.146341463414634,0.2,0.7560975609756098
P291953,2941,783,3.756066411238825,0.15980958857531452,0.5325670498084292
P291966,461,102,4.519607843137255,0.22125813449023862,0.7254901960784313
P291968,477,258,1.8488372093023255,0.5618448637316562,0.9263565891472868
P291973,1161,343,3.3848396501457727,0.11455641688199827,0.31486880466472306
P291976,2940,1849,1.5900486749594376,0.6139455782312925,0.9518658734451054
P291994,1060,448,2.3660714285714284,0.32358490566037734,0.6897321428571429
P292015,470,163,2.8834355828220857,0.251063829787234,0.6380368098159509
P292032,169,40,4.225,0.3076923076923077,0.825
P292069,2181,1255,1.7378486055776892,0.4585052728106373,0.749003984063745
P292087,1728,1397,1.2369362920544023,0.8206018518518519,0.9742304939155333
P292094,3268,1356,2.410029498525074,0.35587515299877603,0.8171091445427728
P292102,229,72,3.1805555555555554,0.2314410480349345,0.4305555555555556
P292109,256,51,5.019607843137255,0.10546875,0.5098039215686274
P292115,1526,1111,1.3735373537353734,0.6363040629095675,0.8379837983798379
P292122,445,167,2.6646706586826348,0.39775280898876403,0.8922155688622755
P292124,890,208,4.278846153846154,0.25280898876404495,0.75
P292141,861,627,1.3732057416267942,0.7015098722415796,0.9409888357256778
P292157,277,135,2.051851851851852,0.3285198555956679,0.6518518518518519
P292172,2462,1627,1.5132145052243393,0.6437855402112104,0.9569760295021512
P292187,49,4,12.25,0.673469387755102,0.75
P292195,692,332,2.0843373493975905,0.5,0.8855421686746988
P292204,101,31,3.2580645161290325,0.26732673267326734,0.8064516129032258
P292219,1992,1046,1.904397705544933,0.5145582329317269,0.9684512428298279
P292243,24,8,3.0,0.08333333333333333,0.125
P292249,1559,756,2.062169312169312,0.4387427838357922,0.8875661375661376
P292259,649,112,5.794642857142857,0.11093990755007704,0.39285714285714285
P292283,168,66,2.5454545454545454,0.2619047619047619,0.6666666666666666
P292287,1671,276,6.054347826086956,0.12627169359664872,0.5289855072463768
P292290,248,115,2.1565217391304348,0.5725806451612904,0.8521739130434782
P292295,490,213,2.300469483568075,0.42448979591836733,0.8309859154929577
P292304,877,747,1.1740294511378848,0.7331812998859749,0.8473895582329317
P292312,1050,778,1.3496143958868894,0.7266666666666667,0.9562982005141388
P292318,2107,802,2.6271820448877805,0.28856193640246797,0.5985037406483791
P292326,2500,951,2.6288117770767614,0.274,0.6561514195583596
P292328,185,85,2.176470588235294,0.43243243243243246,0.9176470588235294
P292332,331,127,2.606299212598425,0.22658610271903323,0.47244094488188976
P292345,78,50,1.56,0.7051282051282052,0.94
P292363,6,3,2.0,0.6666666666666666,1.0
P292373,285,97,2.9381443298969074,0.3684210526315789,0.8247422680412371
P292381,2753,1746,1.5767468499427262,0.6483835815474028,0.9536082474226805
P292397,636,230,2.765217391304348,0.4276729559748428,0.8347826086956521
P292398,252,94,2.6808510638297873,0.25793650793650796,0.5851063829787234
P292399,2311,870,2.65632183908046,0.29640848117697965,0.7172413793103448
P292408,824,283,2.911660777385159,0.25728155339805825,0.6254416961130742
P292418,2377,780,3.0474358974358973,0.30248212031973076,0.8692307692307693
P292438,909,361,2.518005540166205,0.1694169416941694,0.37950138504155123
P292445,537,257,2.0894941634241246,0.4450651769087523,0.8715953307392996
P292450,506,128,3.953125,0.26679841897233203,0.8203125
P292454,3357,1756,1.9117312072892938,0.45665773011617516,0.8433940774487472
P292463,4392,1164,3.7731958762886597,0.20719489981785064,0.7457044673539519
P292466,541,318,1.70125786163522,0.5064695009242144,0.8301886792452831
P292476,649,360,1.8027777777777778,0.514637904468413,0.8527777777777777
P292483,298,232,1.2844827586206897,0.7248322147651006,0.9224137931034483
P292499,437,360,1.2138888888888888,0.8237986270022883,0.9777777777777777
P292506,364,143,2.5454545454545454,0.4230769230769231,0.7622377622377622
P292509,689,327,2.1070336391437308,0.4339622641509434,0.8440366972477065
P292516,4854,1877,2.586041555673948,0.2764730119489081,0.6654235482152371
P292526,1411,549,2.570127504553734,0.3026222537207654,0.7395264116575592
P292537,142,43,3.302325581395349,0.2676056338028169,0.6744186046511628
P292549,17,17,1.0,1.0,1.0
P292553,851,226,3.765486725663717,0.09400705052878966,0.3274336283185841
P292576,192,127,1.5118110236220472,0.375,0.5354330708661418
